MODULE	NODE	GENE
"_ctrlA,.."	Lipg	Lipg
"_ctrlA,.."	Lpl	Lpl
"_ctrlA,.."	Macf1	Macf1
"_ctrlA,.."	Mapk10	Mapk10
"_ctrlA,.."	Mill2	Mill2
"_ctrlA,.."	Myo1h	Myo1h
"_ctrlA,.."	Myo5b	Myo5b
"_ctrlA,.."	Nlrc5	Nlrc5
"_ctrlA,.."	Nup93	Nup93
"_ctrlA,.."	Ptprj	Ptprj
"_ctrlA,.."	Pvrl2	Pvrl2
"_ctrlA,.."	Scarb1	Scarb1
"_ctrlA,.."	Sik3	Sik3
"_ctrlA,.."	Slc12a3	Slc12a3
"_ctrlA,.."	Trps1	Trps1
"_ctrlA,.."	Ube3b	Ube3b
"_ctrlA,.."	Zfp259	Zfp259
"_ctrlA,.."	Zfp664	Zfp664
"_ctrlA,.."	Fam101a	Fam101a
6675	Hist1h3f	Hist1h3f
6675	Hist1h2ad	Hist1h2ad
6675	Hist1h2be	Hist1h2be
6675	Hist1h2bf	Hist1h2bf
6675	Hist1h3d	Hist1h3d
6675	Hist1h4d	Hist1h4d
6675	Hist1h1d	Hist1h1d
6675	Hist1h3e	Hist1h3e
6675	Hist1h2ae	Hist1h2ae
6675	Hist1h2bg	Hist1h2bg
6675	Hist1h4f	Hist1h4f
6675	Tmem97	Tmem97
6643	Tpm4	Tpm4
5582	Hist1h3f	Hist1h3f
5582	Hist1h2ad	Hist1h2ad
5582	Hist1h2be	Hist1h2be
5582	Hist1h2bf	Hist1h2bf
5582	Hist1h3d	Hist1h3d
5582	Hist1h4d	Hist1h4d
5582	Hist1h1d	Hist1h1d
5582	Hist1h3e	Hist1h3e
5582	Hist1h2ae	Hist1h2ae
5582	Hist1h2bg	Hist1h2bg
5582	Hist1h4f	Hist1h4f
5582	Skiv2l	Skiv2l
5582	Stk19	Stk19
5582	C2	C2
5582	Cfb	Cfb
5582	Dom3z	Dom3z
5582	C4a	C4a
5582	Myo19	Myo19
5582	Znhit3	Znhit3
5582	Pbx2	Pbx2
5582	Rnf5	Rnf5
5582	Ager	Ager
5582	Agpat1	Agpat1
5582	Egfl8	Egfl8
5582	Ppt2	Ppt2
5582	Gpsm3	Gpsm3
5582	Prrt1	Prrt1
5104	Swi5	Swi5
5104	Dnm1	Dnm1
5104	Golga2	Golga2
5099	Skiv2l	Skiv2l
5099	Stk19	Stk19
5099	C2	C2
5099	Cfb	Cfb
5099	Dom3z	Dom3z
5099	C4a	C4a
5099	Tnxa	Tnxa
5099	Cyp21a1	Cyp21a1
5099	C4b	C4b
4746	Alox12b	Alox12b
4746	Aloxe3	Aloxe3
4746	Hes7	Hes7
4746	Fkbp6	Fkbp6
4746	Pom121	Pom121
4746	Nsun5	Nsun5
4746	Trim50	Trim50
4746	Thoc6	Thoc6
4746	Tnfrsf12a	Tnfrsf12a
4746	Cldn6	Cldn6
4746	Cldn9	Cldn9
4746	Hcfc1r1	Hcfc1r1
4746	1520401A03Rik	1520401A03Rik
4746	Paqr4	Paqr4
4746	Pkmyt1	Pkmyt1
4746	Ccdc64b	Ccdc64b
4746	Kremen2	Kremen2
4746	Mmp25	Mmp25
4746	Skiv2l	Skiv2l
4746	Stk19	Stk19
4746	C2	C2
4746	Cfb	Cfb
4746	Dom3z	Dom3z
4746	C4a	C4a
4746	Rpl3l	Rpl3l
4746	Snora64	Snora64
4746	Sepx1	Sepx1
4746	Hs3st6	Hs3st6
4746	Ndufb10	Ndufb10
4746	Rnf151	Rnf151
4746	Rps2	Rps2
4746	Snhg9	Snhg9
4746	Snora78	Snora78
4746	Tbl3	Tbl3
4746	Noxo1	Noxo1
4746	Gfer	Gfer
4708	Ly6g6f	Ly6g6f
4708	Msh5	Msh5
4708	Ly6g6c	Ly6g6c
4708	Ly6g6d	Ly6g6d
4708	G6b	G6b
4708	Clic1	Clic1
4708	Ddah2	Ddah2
4708	Ly6g6e	Ly6g6e
4708	Rpl3l	Rpl3l
4708	Snora64	Snora64
4708	Sepx1	Sepx1
4708	Hs3st6	Hs3st6
4708	Ndufb10	Ndufb10
4708	Rnf151	Rnf151
4708	Rps2	Rps2
4708	Snhg9	Snhg9
4708	Snora78	Snora78
4708	Tbl3	Tbl3
4708	Noxo1	Noxo1
4708	Gfer	Gfer
4588	Tnxa	Tnxa
4588	Cyp21a1	Cyp21a1
4588	C4b	C4b
4511	Med22	Med22
4511	Rpl7a	Rpl7a
4511	Surf1	Surf1
4511	Surf6	Surf6
4511	Surf2	Surf2
4511	Surf4	Surf4
4511	Skiv2l	Skiv2l
4511	Stk19	Stk19
4511	C2	C2
4511	Cfb	Cfb
4511	Dom3z	Dom3z
4511	C4a	C4a
4511	Rpl3l	Rpl3l
4511	Snora64	Snora64
4511	Sepx1	Sepx1
4511	Hs3st6	Hs3st6
4511	Ndufb10	Ndufb10
4511	Rnf151	Rnf151
4511	Rps2	Rps2
4511	Snhg9	Snhg9
4511	Snora78	Snora78
4511	Tbl3	Tbl3
4511	Noxo1	Noxo1
4511	Gfer	Gfer
4511	Tnxa	Tnxa
4511	Cyp21a1	Cyp21a1
4511	C4b	C4b
4511	Trim7	Trim7
4511	Snord96a	Snord96a
4511	Trim41	Trim41
4511	Gnb2l1	Gnb2l1
4511	Trim52	Trim52
4511	Ugt1a1	Ugt1a1
4511	Ugt1a2	Ugt1a2
4511	Ugt1a5	Ugt1a5
4511	Ugt1a6a	Ugt1a6a
4511	Ugt1a7c	Ugt1a7c
4511	Ugt1a9	Ugt1a9
4511	Dnajb3	Dnajb3
4464	Thoc6	Thoc6
4464	Tnfrsf12a	Tnfrsf12a
4464	Cldn6	Cldn6
4464	Cldn9	Cldn9
4464	Hcfc1r1	Hcfc1r1
4464	1520401A03Rik	1520401A03Rik
4464	Paqr4	Paqr4
4464	Pkmyt1	Pkmyt1
4464	Ccdc64b	Ccdc64b
4464	Kremen2	Kremen2
4464	Mmp25	Mmp25
4464	Mt1	Mt1
4407	Skiv2l	Skiv2l
4407	Stk19	Stk19
4407	C2	C2
4407	Cfb	Cfb
4407	Dom3z	Dom3z
4407	C4a	C4a
4360	Thoc6	Thoc6
4360	Tnfrsf12a	Tnfrsf12a
4360	Cldn6	Cldn6
4360	Cldn9	Cldn9
4360	Hcfc1r1	Hcfc1r1
4360	1520401A03Rik	1520401A03Rik
4360	Paqr4	Paqr4
4360	Pkmyt1	Pkmyt1
4360	Ccdc64b	Ccdc64b
4360	Kremen2	Kremen2
4360	Mmp25	Mmp25
4128	Mif4gd	Mif4gd
4128	Mrps7	Mrps7
4128	Slc25a19	Slc25a19
4128	Gga3	Gga3
4128	Pcdh11x	Pcdh11x
4128	Plekhm1	Plekhm1
4128	Lrrc37a	Lrrc37a
4128	Skiv2l	Skiv2l
4128	Stk19	Stk19
4128	C2	C2
4128	Cfb	Cfb
4128	Dom3z	Dom3z
4128	C4a	C4a
4128	Mpdu1	Mpdu1
4128	Sox15	Sox15
4128	Cd68	Cd68
4128	Senp3	Senp3
4128	BC096441	BC096441
4128	Tnfsf13	Tnfsf13
4128	Fxr2	Fxr2
4128	Tnfsf12	Tnfsf12
4128	Tmem97	Tmem97
4128	Tnxa	Tnxa
4128	Cyp21a1	Cyp21a1
4128	C4b	C4b
4128	Ugt1a1	Ugt1a1
4128	Ugt1a2	Ugt1a2
4128	Ugt1a5	Ugt1a5
4128	Ugt1a6a	Ugt1a6a
4128	Ugt1a7c	Ugt1a7c
4128	Ugt1a9	Ugt1a9
4128	Dnajb3	Dnajb3
